Time,Label,ProcessScore,Wavelength,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
20260630-11:102:00,20260630_256328_avg,83.3293,0,464.838,453.3063,434.2158,425.1891,420.123,402.4309,403.047,403.1358,387.0045,396.2042,384.0635,377.7736,359.8944,367.5093,368.7499,374.6885,362.1193,362.3209,341.5096,345.7348,351.9916,333.1227,343.2502,338.2521,331.6848,324.1431,316.2862,333.4572,322.208,317.2512,308.9931,309.5914,307.8942,307.0532,307.001,293.5028,286.1417,295.1487,279.533,287.7258,284.2327,289.4514,298.2979,267.6613,296.5158,276.3408,278.7483,264.1031,279.9645,271.3024,268.9057,253.6159,266.7333,270.8513,261.4818,270.3415,268.648,254.351,269.355,256.7709,255.5658,254.7244,253.3436,232.5171,249.2613,239.6026,260.3962,259.1092,252.7911,243.9049,237.3909,239.0793,257.2137,237.177,224.2569,248.2073,250.9107,251.366,246.1578,246.695,237.684,221.5401,236.3091,240.0774,234.0114,233.1553,226.9351,226.174,246.4272,246.2387,232.1056,233.7574,224.1385,235.5906,243.3607,218.9929,233.1788,233.38,232.9595,240.7693
20260630-11:103:00,20260630_257423_avg,80.5048,0,376.4125,369.0977,356.7479,339.513,345.4138,339.626,341.0988,308.3579,306.8581,332.704,303.127,301.7115,294.8626,310.301,307.632,303.8293,285.3686,269.8618,308.1893,290.623,269.6925,295.2461,265.2457,292.0347,291.6934,255.6727,276.3696,278.261,303.9144,254.3614,285.1254,263.8775,244.9585,260.6181,261.8367,245.9284,265.3452,274.277,263.4395,251.7571,257.1252,258.9019,261.8339,274.5169,262.1203,237.6056,249.5912,259.9684,273.6941,276.0564,282.8291,258.8492,267.9073,235.6284,262.8641,240.9426,255.5539,300.3406,260.7316,243.7434,262.1415,248.6849,242.2149,286.6304,271.5749,261.0946,250.3859,251.5532,278.4321,260.5042,211.342,291.1843,258.7316,261.0688,271.8654,262.8692,266.9704,250.0086,238.3361,260.2612,276.9843,246.8426,245.7008,273.9947,249.6714,250.369,250.9313,255.4199,233.553,248.572,259.7513,259.6603,273.2302,283.1229,278.3874,269.7198,254.2967,247.416,256.7111,264.9413
20260630-11:104:00,20260630_258518_avg,89.1116,0,464.3836,445.8417,433.0635,417.4236,389.8074,384.3441,378.7843,362.8189,362.2568,350.0638,340.4077,338.377,334.2656,321.2633,319.639,319.0348,307.3061,297.9031,294.848,298.004,289.4775,292.3026,301.5495,281.0655,285.3293,297.6121,285.5565,279.2968,279.0472,281.1722,287.4649,273.1822,270.8622,266.3039,274.2956,264.6402,269.5718,266.3393,277.5377,267.6441,272.5216,260.1978,270.0334,261.6868,265.8659,281.0706,273.0764,266.3833,285.7008,260.9303,272.8804,256.53,263.8229,256.9594,266.1742,264.713,262.321,270.4118,260.4108,265.5749,268.4026,254.6873,259.0113,263.7655,267.2075,271.9455,262.3127,261.799,258.5943,265.8149,262.191,262.4132,263.5545,267.4381,260.8678,259.6504,266.7788,246.2602,260.5588,257.236,271.0899,261.2285,260.385,263.2744,259.8818,260.8688,263.6773,260.4549,260.2779,256.7166,255.7663,262.8861,264.2918,253.9862,266.9542,267.0066,268.3085,264.3867,266.4825,275.7704
20260630-11:105:00,20260630_259613_avg,87.08,0,492.2771,460.303,438.0772,439.9989,413.6131,404.5938,392.3267,387.1062,369.5782,365.4301,363.0784,345.0518,348.5046,342.4889,337.4215,331.1778,324.2855,315.8274,321.1814,315.0862,306.1671,309.6565,304.6451,300.7582,289.637,300.6921,288.8499,292.7491,286.2878,286.237,291.7682,286.9509,288.1783,282.7507,281.6419,269.7697,275.6685,275.0235,281.0563,271.7676,274.6998,273.7866,277.6619,270.8257,274.9841,262.2549,262.3053,258.7169,273.3048,272.4967,273.3461,265.5022,265.8649,267.8358,275.2592,276.3105,271.7834,269.3739,274.0741,266.1755,265.3283,266.3939,262.0536,265.7183,260.8991,271.0283,268.418,272.4274,257.2933,274.1147,256.9528,258.4545,260.9427,269.9876,264.4361,261.8665,258.925,255.8321,267.7552,265.9124,268.3999,263.5922,248.7077,255.3711,263.5777,259.4754,258.5347,255.9011,265.8848,263.5659,263.8752,258.4863,262.5517,255.3639,261.3948,249.9474,254.7963,261.0378,274.3219,254.2655
20260630-11:106:00,20260630_260708_avg,80.9761,0,404.384,408.9841,350.2455,376.8666,346.2941,331.3158,296.8103,299.602,329.5716,297.7559,299.5869,273.33,282.5969,254.1126,275.1177,275.5798,270.8066,245.8936,252.3924,264.6936,248.8682,244.987,280.8065,228.8881,262.2818,221.4788,251.3007,250.6507,227.9571,214.2881,199.925,222.4,241.2379,212.3231,231.9086,203.6837,224.604,208.0275,226.0605,218.1533,205.6673,214.5124,209.3523,202.4228,243.9258,218.5634,186.2884,213.6698,240.3745,211.1029,250.4391,209.4053,233.1269,242.4611,232.3014,200.5785,208.1946,245.1052,210.7953,241.9248,217.5288,227.5946,201.0721,214.7171,210.1438,229.3974,227.1453,233.6239,217.0375,209.382,228.7665,207.6111,244.2995,223.4451,219.6743,233.3116,223.8102,196.1151,206.3668,243.1387,226.0002,195.0577,230.3147,214.2449,208.5614,203.6596,240.8484,188.9875,208.4671,224.9876,250.2421,232.2433,207.7172,248.997,198.6326,226.7923,230.6087,206.7132,234.2052,213.0941
20260630-11:107:00,20260630_261803_avg,92.3878,0,473.0792,457.3405,436.8113,415.2977,378.4485,375.1465,379.9302,351.8321,356.7682,346.8419,329.1294,313.144,315.9169,327.4532,301.7943,296.8856,290.5541,300.8937,286.8342,280.3445,290.4872,281.527,268.3359,263.433,276.8588,266.7249,253.9127,250.2521,252.8265,250.2168,243.1368,248.0063,247.8276,249.6203,262.9746,248.6729,248.3462,251.9984,246.1302,249.6688,248.1711,246.4777,263.7389,250.7148,236.8149,246.193,237.9881,246.0081,233.4337,234.9796,244.5424,248.752,245.2393,247.4569,244.0844,242.6097,237.9466,246.7343,248.0809,240.669,240.2366,251.6909,240.7574,241.3421,244.0331,240.0422,235.1012,243.1102,240.2242,252.8288,245.6378,236.216,245.0547,242.1167,248.7696,236.2982,241.0003,238.951,239.904,233.4305,243.1749,242.0029,247.7473,238.9126,236.1076,244.118,233.3568,245.9539,245.8723,246.9904,241.0029,235.1435,239.1319,240.9404,234.5922,247.3622,242.297,232.3912,251.1375,239.1382
20260630-11:108:00,20260630_262898_avg,64.7752,0,505.6331,492.3742,479.2263,427.2239,444.8548,455.2941,409.9389,401.4413,414.2559,382.3627,361.471,414.2763,371.9392,378.315,359.1043,399.087,385.0202,355.385,329.5401,345.4359,363.4647,351.1834,346.151,345.5578,355.5624,334.1126,343.1628,307.1268,388.0622,319.5005,329.1303,336.0011,311.5853,320.0751,318.6012,296.2009,327.0092,277.2015,356.3073,333.1553,328.9857,272.7388,294.4361,345.2083,409.609,339.8356,335.7299,323.2978,290.6514,333.4165,283.7184,280.6053,278.5412,330.691,305.7824,308.7942,305.3338,278.5244,288.4274,288.8267,269.6309,290.0048,275.7155,313.9253,315.2029,268.7114,291.5358,341.5427,274.544,307.2094,299.3947,322.363,303.5322,286.4376,298.1577,298.6036,294.7093,266.1308,326.5204,322.6811,273.4884,291.2808,293.4071,271.8959,255.5561,283.9227,291.5556,266.315,304.4466,327.6818,320.1943,297.4343,257.1279,316.9449,303.3614,309.5988,344.7321,279.5621,231.0339,273.3153
20260630-11:109:00,20260630_263993_avg,76.5535,0,468.2131,450.035,444.9797,426.6162,412.7818,404.7381,394.4294,376.5573,372.8354,369.6777,390.1163,345.9851,349.8941,349.4133,338.962,348.2766,327.3379,322.6237,328.8399,334.6637,325.2692,303.5157,299.9699,296.7624,293.8464,279.1193,295.2719,283.9758,278.2116,261.9559,274.158,250.3436,262.7577,261.1228,268.8357,284.8965,269.1233,277.5405,267.5339,271.7334,278.7538,249.1886,247.4367,262.5402,254.0377,255.367,248.9987,243.904,267.0092,235.6268,253.8578,250.5611,225.8288,232.4974,232.7599,244.7022,232.8738,234.459,217.8818,258.2094,232.0817,235.6328,223.1357,220.9984,248.513,205.6928,229.424,212.6784,221.3842,218.7601,214.9865,226.4057,197.9547,223.0894,225.922,212.3073,244.3394,221.4599,225.7045,222.0456,227.8493,243.2529,256.0785,236.9188,240.46,247.0423,230.4138,244.4218,235.1993,227.3229,228.802,204.0216,226.4436,205.3264,203.5562,222.755,207.5603,219.0405,220.01,219.967
20260630-11:110:00,20260630_265088_avg,78.7392,0,469.7659,456.2961,430.6236,420.0728,390.1565,403.9209,409.1389,374.1307,378.9494,368.8914,385.4376,347.6246,341.9039,330.8307,319.7168,345.38,327.9574,326.7258,344.9403,341.7757,282.3451,321.2952,309.9024,293.7859,305.355,264.1838,320.7951,300.5707,272.4583,275.3997,252.4708,276.3462,271.3484,253.9322,291.4365,299.2298,273.5345,267.0273,279.5716,269.9431,249.0689,256.0344,261.6951,270.9162,265.6013,268.5191,235.4333,275.4539,262.4197,309.192,253.8011,266.4101,312.4532,262.8213,257.3954,239.7525,286.0677,235.5594,264.6302,247.4313,252.315,228.9513,280.1061,249.6034,231.8533,277.5164,244.5628,259.9523,269.1873,262.1724,212.3031,266.0054,251.0735,246.7236,250.7348,222.7228,256.2103,227.1806,247.2098,255.3942,272.4341,237.1373,279.3679,269.9191,244.2409,231.5299,225.2207,257.0777,238.208,274.1666,239.0918,234.8713,255.8792,238.6492,251.4687,269.5543,253.2748,253.2414,254.7116,219.2858
20260630-11:111:00,20260630_266183_avg,71.9852,0,396.0712,400.3487,373.2381,403.1224,400.7219,370.7722,376.9738,309.4548,305.4714,321.2054,322.6686,312.509,278.8097,329.1068,344.2432,322.5324,314.427,293.4004,268.4183,282.8365,319.5088,267.5947,262.3645,290.1861,288.5804,245.8388,254.7587,247.4524,256.3018,274.3918,234.4434,269.7124,248.1192,290.0971,248.5211,238.4745,249.9891,230.2783,199.8374,229.0012,227.1877,199.3404,227.9766,187.2337,219.9305,230.3825,226.3006,215.1223,220.4639,205.612,220.3172,220.2903,200.4317,222.6347,221.6726,212.4217,262.7916,211.4424,208.0192,204.5414,193.0883,225.2547,197.5958,199.4263,199.5398,190.2715,174.723,199.8043,225.8681,212.188,238.8523,222.5977,217.8857,244.5381,205.2407,208.2611,206.6669,237.3055,206.7719,193.8584,218.2524,190.4954,217.1764,214.8364,202.9554,217.9358,177.4209,210.1258,197.8531,263.6671,210.2931,195.5469,180.2201,233.3874,200.8061,192.2212,214.6443,220.9762,220.8015,208.7978
20260630-11:112:00,20260630_267278_avg,71.1762,0,357.3342,299.1251,288.3128,327.4706,329.3565,270.4588,287.7902,271.825,268.0584,272.5926,238.2148,236.7154,246.8829,245.5702,223.8979,255.2002,229.9563,226.8403,236.844,226.7568,241.937,207.51,197.0391,214.9669,220.0065,194.8068,190.7541,218.0857,199.895,186.303,229.4637,199.7054,231.5264,210.6422,215.0976,205.5851,160.9036,188.3649,206.6524,215.5125,176.2911,207.8678,188.4337,213.1281,208.5115,222.3812,228.2337,217.1208,224.3374,202.1924,259.769,186.0477,198.3938,224.1334,221.1411,216.0004,219.0854,168.5482,235.0092,202.0317,228.057,168.0628,209.4097,194.2043,214.6103,209.7561,210.476,184.4282,202.5805,200.3137,212.6262,221.6857,206.5449,180.7529,206.1252,251.9,234.6007,150.8226,206.3724,222.4682,202.4812,197.7034,201.4729,216.6051,185.8652,228.5437,206.0201,190.1035,227.5954,179.0126,196.9541,196.5418,245.7885,194.1295,167.1597,195.5213,214.1142,219.7975,246.6475,230.5269
20260630-11:113:00,20260630_268373_avg,88.3709,0,503.7305,487.1132,455.9712,427.4352,403.702,405.609,393.7729,378.9593,370.038,367.381,366.3425,342.3263,341.2808,340.6819,321.2292,320.6324,314.6089,299.6716,305.4335,299.5332,298.8059,281.5787,286.353,292.6573,294.1797,284.859,263.4488,272.4581,262.6757,265.6466,255.2767,245.9006,253.7578,259.5087,254.2654,253.2029,250.0158,249.7037,249.0198,241.5496,242.7637,253.7014,240.5771,238.6408,237.957,234.519,231.9091,235.7353,229.5651,231.4028,225.8532,231.7774,234.6233,228.0983,214.213,232.8986,228.9102,220.199,232.8382,216.3647,234.0837,225.5848,208.9095,226.7414,222.1615,220.8174,219.2729,223.6073,220.7943,210.4989,233.5279,222.1937,218.4888,215.4716,229.457,214.0833,224.6348,219.2821,219.6789,215.3721,218.9258,223.5632,225.2237,217.654,222.7826,230.0188,211.125,223.3697,216.3631,215.5901,225.291,219.2982,214.2983,233.071,230.0405,208.8856,212.2252,227.4753,220.9148,234.0639
20260630-11:114:00,20260630_269468_avg,82.9408,0,476.2527,470.1178,415.353,403.5106,370.3853,366.2931,336.0641,346.6566,339.2569,354.6423,301.8471,315.4248,330.2652,305.7153,302.2186,289.702,284.7944,269.9973,282.4002,275.0298,286.7906,272.8521,274.7317,273.1709,276.6139,268.8109,260.4512,273.8399,285.1934,271.9105,261.2917,266.5134,240.7222,264.4048,260.1773,252.4939,254.051,257.7138,275.069,275.6832,249.0407,253.7122,253.4612,269.6712,260.5964,259.4162,264.6479,249.614,274.4199,256.4348,245.0577,252.7621,271.2432,249.6024,267.0139,246.4798,244.4379,262.5747,242.6475,264.3264,258.1292,242.2472,252.4886,246.2843,257.8061,277.6049,248.5448,260.2253,253.7287,253.8061,251.4737,242.6874,258.1835,250.3152,242.5653,267.4652,255.8964,251.9115,272.3368,231.6998,271.9796,244.5308,258.8578,248.8428,244.8126,273.891,281.1554,254.6938,262.1383,258.8268,280.6369,231.4166,263.7237,249.7478,229.0068,254.9076,283.5377,251.486,270.2776,275.6777
20260630-11:115:00,20260630_270563_avg,74.6848,0,477.368,435.4453,453.2907,426.2292,438.069,397.5585,412.535,402.0312,405.7604,416.515,402.5538,410.1594,382.7169,377.5166,384.9938,380.9913,375.7836,362.5458,386.8561,363.5128,383.1265,361.7301,366.6369,362.2897,341.4622,353.6975,370.7632,346.4363,352.0382,346.7702,339.3472,335.4628,337.8854,338.5898,309.5525,328.2609,321.0721,316.8771,337.0832,309.7627,300.0621,326.996,297.5228,290.0006,325.3718,314.8125,317.8939,305.2188,292.1829,293.7359,304.412,290.5108,309.6135,298.5482,305.5757,303.8523,305.411,305.3772,293.0267,298.1921,297.2089,261.3638,299.0561,290.9503,294.5093,269.0463,279.7699,268.1394,290.0299,260.897,265.4929,282.8142,266.564,261.4954,283.8842,283.3902,279.5924,280.4235,265.899,265.6745,259.5243,269.6098,260.4125,261.4232,274.5228,281.9297,271.8064,289.6777,257.6302,243.1042,275.7895,256.6799,262.9628,243.634,254.5736,246.5561,259.8756,259.9357,265.6109,279.7264
20260630-11:116:00,20260630_271658_avg,77.5822,0,484.176,474.5816,483.3774,425.993,401.3688,410.8622,379.0251,357.4824,376.8999,405.2578,366.5633,363.2565,308.3516,354.0079,340.0726,317.9155,328.9867,322.7503,291.7054,314.803,327.3528,293.0899,275.246,285.0128,302.0943,255.4635,288.9964,259.8801,275.7899,256.4858,253.9728,294.7405,232.5139,269.7397,293.8503,271.0466,228.4619,228.5036,238.5516,256.5089,257.25,225.8645,233.5022,234.2126,246.6236,290.5594,229.9602,228.3918,224.4516,260.013,245.231,226.7193,236.6794,226.7996,248.0336,295.9725,250.9264,236.4901,223.5348,208.4123,249.9722,247.7724,223.2145,256.8138,231.4818,246.2628,235.8348,225.6423,209.3237,225.7631,245.9968,218.2989,237.9586,206.9426,245.6099,236.4601,205.8295,226.4928,250.8258,206.3823,210.8191,231.9426,277.7114,220.45,244.7947,240.2056,222.8818,238.3463,225.7495,227.4094,200.3139,233.5573,252.0421,234.1559,254.7375,243.5393,229.6366,217.1828,219.3233,198.3357
20260630-11:117:00,20260630_272753_avg,71.6126,0,461.8403,451.5253,408.4703,404.521,327.5087,389.0676,314.6028,348.3008,314.0419,308.9452,298.0757,302.3026,300.3141,308.1291,310.6275,280.544,307.8458,265.9444,284.7716,266.0724,240.043,253.8844,258.5175,243.5243,251.4806,259.8239,237.2847,167.8482,273.3993,226.2059,212.7815,204.7186,222.0228,215.9581,211.2199,211.9025,239.4989,273.8764,245.5163,252.2615,217.2999,228.3211,235.6644,210.4056,215.7528,245.3606,250.7606,226.984,197.6395,218.386,191.7086,226.7063,230.7064,218.3093,229.9538,233.7569,229.7674,195.6674,217.3277,232.3681,259.1241,215.9003,234.6404,241.9096,216.7016,247.5977,248.5956,252.5104,230.9647,274.8994,205.845,269.2788,237.8485,251.1417,212.7366,239.8413,253.4938,195.4068,217.034,171.4278,217.1698,202.6506,216.7778,289.8417,262.1447,189.2061,235.6577,241.4783,215.2844,227.3654,229.7083,192.1422,199.4466,227.2977,225.5238,206.6756,204.528,220.6668,243.0665,220.5159
20260630-11:118:00,20260630_273848_avg,66.5762,0,426.7691,380.3036,382.8197,393.1614,374.5848,332.2985,358.1718,382.8651,314.2769,379.8909,335.5288,312.6234,298.2572,310.3549,266.7673,299.4422,300.0083,278.3206,318.0403,293.0579,281.0103,286.033,299.8103,291.3557,271.5972,289.2084,283.6318,256.9662,275.5353,294.6137,293.4503,273.8991,294.1767,254.9163,254.9712,270.5878,310.6928,279.1311,268.4238,310.2463,267.1789,325.3391,260.9903,248.8559,268.0089,265.5671,252.0469,330.805,277.1614,280.0048,257.9282,254.7072,291.48,228.1684,240.1044,260.5081,297.2967,256.8302,274.9296,265.6595,294.9753,227.8428,281.7297,259.9534,286.0957,245.5792,265.2766,262.4269,241.6166,235.2791,251.6862,268.3268,247.8092,257.8215,221.701,256.9647,289.3816,281.9325,263.4295,270.9982,245.9158,302.7695,312.8663,268.3772,324.5427,248.2177,234.682,247.0214,258.1813,316.8369,256.3386,242.7271,241.7036,289.0292,285.6712,251.1918,218.9047,236.3664,302.7629,278.9054
20260630-11:119:00,20260630_274943_avg,85.2409,0,413.8724,402.6339,397.8912,381.7614,378.6493,369.5244,371.2618,363.4038,357.448,360.0101,356.8128,348.4938,346.2161,341.499,339.6193,336.5492,332.0192,325.362,324.3994,323.5483,318.1019,314.3647,309.6607,306.9677,307.9287,299.3764,300.2087,295.8311,293.4198,288.6797,286.947,285.2993,282.0023,281.7453,280.1251,282.0101,276.459,270.4362,275.6328,271.6163,275.2557,273.2011,268.2178,270.0475,266.5852,267.1866,267.9728,268.2688,267.1779,264.7952,269.1659,262.427,259.0054,258.5312,263.6515,259.351,258.7242,256.0414,254.9415,252.8718,254.0817,251.3867,250.9559,249.1644,245.9375,242.1357,240.3263,248.3373,243.5058,241.6905,235.9909,236.0465,233.0179,230.7812,231.2221,234.2885,232.4298,227.9109,228.7088,230.4946,227.3902,228.5507,229.1323,229.1153,228.9245,227.1897,227.6446,226.7064,226.1271,229.507,231.8025,227.5027,231.2698,232.5892,227.2579,230.6638,234.7249,232.3608,227.1054,232.1638
20260630-11:120:00,20260630_276038_avg,70.7478,0,478.3022,478.4296,466.2721,444.9714,451.0968,441.2537,440.8275,442.0863,436.9162,439.7034,428.2423,434.1495,426.1559,426.2576,423.3478,426.3217,420.8833,411.4579,408.0685,409.618,403.0913,399.19,390.4346,391.996,411.97,393.5346,407.4851,396.1928,391.4369,380.4913,387.9575,397.8208,393.8774,384.0491,373.3714,372.7571,371.6207,383.1099,383.5605,372.8969,368.0817,377.9124,360.5168,365.2769,366.2046,356.3463,356.1696,354.1186,365.8294,367.4031,354.7065,350.8467,347.3301,349.6436,344.804,346.2429,348.0618,341.6381,341.6749,340.421,338.3452,336.3468,342.6345,325.6999,345.3639,335.2904,337.1474,336.7947,326.8358,324.5366,322.8137,326.7359,331.6861,322.7917,329.3197,309.9425,321.4393,330.2868,321.1715,316.3096,316.6373,301.1614,313.0047,325.1971,314.3328,314.4251,302.183,305.9378,322.8991,318.7612,306.2886,309.8925,313.1022,305.3217,299.7859,310.7671,314.8322,314.4724,315.764,300.1877
20260630-11:121:00,20260630_277133_avg,75.0922,0,352.4919,371.1721,357.2026,354.0227,346.5717,360.3956,344.2402,339.9013,364.2452,348.4214,347.8416,356.4484,340.0866,341.4339,349.3065,327.4285,346.5294,334.5345,351.9196,347.5082,345.1017,321.2448,337.4032,324.2994,336.3297,309.5455,317.4147,347.4789,337.2407,328.1015,320.8654,317.9333,331.5717,324.4533,344.965,324.3606,326.1746,308.7947,319.5122,324.6666,317.4775,315.251,323.5331,336.0807,319.5971,330.0139,323.1619,327.5038,307.3701,311.0506,310.2168,317.8515,319.7902,311.3729,319.0797,301.922,317.5752,318.2809,313.6842,306.7797,312.6384,293.6967,305.4245,305.9335,286.8015,306.678,286.5334,295.2966,300.0746,290.8213,299.5725,298.9344,288.4365,303.7887,288.2844,322.5758,295.0265,282.6636,284.5004,308.4399,290.5271,279.4715,304.4471,289.8603,301.8374,304.9005,297.2729,321.25,274.3805,284.5981,290.9147,319.4383,314.1395,308.3265,284.659,285.967,284.2422,284.7491,310.5861,290.873
20260630-11:122:00,20260630_278228_avg,83.2134,0,399.8679,392.1093,381.2365,378.306,361.7282,370.3565,360.7262,355.8122,350.7484,352.2979,365.6876,348.6484,338.1148,351.361,338.629,342.1466,333.3222,345.4919,329.3876,342.4551,322.1407,326.0502,337.0924,326.1538,340.4395,319.7863,322.339,333.4344,306.4049,304.3086,309.5824,320.7223,301.5419,317.3572,316.0802,326.6274,318.7221,313.0511,320.0829,313.4812,305.5801,300.0914,304.1363,307.8619,309.2382,291.5853,305.8037,307.4483,311.1291,319.0239,307.8981,299.3617,292.2114,310.7778,298.6961,311.4135,315.0182,292.4196,307.8018,312.9186,310.3899,286.4247,295.3195,291.6299,304.7652,303.4829,279.59,297.2568,305.1838,299.9162,299.5951,295.4725,290.0155,297.6925,298.0803,302.2389,302.8084,298.2039,305.8531,294.8475,286.8966,301.5217,299.0397,302.0136,288.9233,312.1585,304.2088,296.8693,292.1645,307.5,291.2063,316.6753,295.0777,312.7192,298.3626,311.6437,294.1151,299.6934,305.4783,304.2271
20260630-11:123:00,20260630_279323_avg,84.7437,0,437.9635,413.4104,404.2431,395.0434,380.3623,387.6155,373.2704,358.1525,340.4183,333.316,355.5359,320.2108,326.6464,324.7194,313.9585,303.3754,302.247,301.6287,297.2474,315.2158,299.5043,292.2525,296.6888,300.5867,288.8212,299.8868,276.7134,300.0222,287.0308,285.594,278.1497,271.8854,266.6521,274.9699,287.8297,271.6089,265.0978,270.953,275.6906,275.593,277.3107,288.5538,290.3338,297.5632,260.7463,268.1568,283.4823,271.6344,284.5989,277.8073,291.3901,285.8173,285.8383,270.8963,273.9304,271.7359,259.5838,289.4291,282.0756,271.0806,287.6309,268.1808,256.0512,284.6594,261.7236,272.6462,276.7391,278.6065,283.3329,280.7288,280.5097,267.1389,278.1452,260.1724,291.1087,261.4392,272.1702,262.521,268.5573,276.1492,270.8208,287.7465,278.643,271.8212,275.2339,288.9287,285.8971,265.408,270.0871,281.7638,280.6026,266.5482,284.6679,268.2199,290.2898,282.5181,265.8239,271.8685,271.6708,278.7343
20260630-11:124:00,20260630_280418_avg,79.659,0,499.098,516.2587,471.1263,425.6099,402.3453,349.3524,404.7613,388.9471,356.0343,331.5018,327.6543,347.1563,330.7205,337.3843,320.8217,330.1984,314.7021,317.7193,263.2341,273.7666,284.8722,306.1097,316.6036,278.5858,268.1758,242.6274,288.5987,262.2299,320.3816,255.204,302.2854,277.5035,245.655,265.9659,274.0263,255.8669,273.0973,271.8147,267.2236,255.9658,235.4227,253.6089,257.364,221.67,256.2344,251.2317,230.2637,246.4014,246.4179,284.516,254.9163,268.6213,248.5897,218.2539,261.6585,238.6423,243.9656,231.4782,250.584,267.4139,264.9763,276.0139,278.2909,213.477,227.9443,217.2837,258.9768,236.158,239.5474,244.1224,254.3026,222.2158,226.0271,247.5613,268.0298,247.0104,233.846,210.5745,263.6944,234.7481,227.6931,217.9644,222.7059,230.9076,243.3024,226.701,250.6173,243.2335,285.5548,218.2915,250.2855,250.517,229.8891,249.1913,260.7529,249.22,271.2877,210.2379,233.1095,272.8012
20260630-11:125:00,20260630_281513_avg,88.3903,0,397.9193,376.6889,372.5319,356.0028,349.7964,343.9098,336.3558,339.9938,334.6788,325.3777,324.5165,323.7403,317.7851,315.0342,313.5414,307.1175,300.5612,306.4894,296.4803,297.5345,292.615,290.8386,295.7808,291.5061,289.3812,283.8351,284.1998,285.8885,282.652,283.9087,282.7193,276.9444,269.912,272.1115,272.8672,269.107,266.7542,269.2221,275.943,264.7127,265.1212,259.4518,266.9903,264.6006,263.2684,264.0954,256.9793,256.4144,262.3162,257.7236,247.1166,255.3755,251.0222,255.2775,252.8521,244.806,250.9622,250.1036,249.995,250.1187,252.6865,248.4591,246.6158,249.9673,253.2432,248.2904,245.4727,245.8675,244.9142,243.7767,250.7873,240.5729,246.7997,242.1933,237.3547,241.5539,240.1453,243.8061,241.9931,238.057,246.4241,245.0088,246.5922,241.8975,240.8795,243.3177,238.877,241.2185,240.1111,235.6684,241.0218,239.0259,239.6437,241.6513,244.6881,237.3967,239.0774,237.5487,237.2545,237.9806
20260630-11:126:00,20260630_282608_avg,71.5694,0,356.5618,337.1717,342.3433,326.2529,333.5916,319.7629,302.2079,256.8323,314.0864,288.1755,312.0005,301.0414,277.3653,306.9358,283.7949,279.5297,269.0897,310.0233,249.2336,255.8489,231.0737,275.9163,241.8782,242.2795,238.9845,250.9636,217.3955,191.7353,255.3988,191.9531,262.3856,278.3446,235.872,270.478,237.942,276.694,226.7636,180.4942,235.5648,278.7241,250.4798,225.2543,245.8034,261.4995,236.1886,301.8482,226.1217,262.9428,257.215,221.947,228.5463,263.2464,241.9618,246.3444,198.3261,253.2134,243.7976,234.7378,244.3534,225.0757,219.9428,227.6464,221.5238,284.6175,253.2583,207.1651,279.0461,218.8419,229.474,249.9778,180.3952,221.9613,213.6722,232.3932,236.4054,225.7349,224.8365,253.8429,235.7959,229.9747,233.0586,274.3672,234.8065,218.8257,185.7693,197.8336,221.7443,230.9305,220.6086,242.9083,221.0427,212.9427,249.9715,268.3095,208.4983,240.9884,188.9036,198.9934,219.9929,261.1466
20260630-11:127:00,20260630_283703_avg,79.7101,0,508.4857,497.7671,487.1269,472.7229,424.9385,438.5933,424.0245,421.4881,401.6282,393.6811,400.55,394.6161,396.0106,374.1654,365.1904,332.1166,337.3134,347.0968,334.2132,352.6801,323.3209,328.9937,325.6925,341.901,316.9179,326.2508,320.0892,325.5498,322.1315,309.0032,286.7754,301.8774,302.2505,303.9021,289.9099,310.563,295.6456,283.1723,287.4388,314.7162,298.735,302.4682,276.9142,280.5014,280.084,289.9588,285.3638,281.348,282.6311,277.3612,284.5379,299.809,268.5142,290.5406,302.7464,284.0762,279.8566,296.9881,274.1344,285.3515,273.0095,262.8433,282.917,269.3142,283.7499,296.6541,304.9106,283.4164,293.8157,285.8131,275.8647,256.8733,298.4025,265.9257,294.158,283.4491,264.8379,279.5453,300.6245,293.0092,268.199,265.422,274.7278,271.288,287.3005,281.6883,252.7137,278.2749,270.7621,273.465,276.1791,287.7223,285.4048,265.2287,273.8382,269.6323,255.4273,274.5851,298.2865,256.4904
